BCI-AV#|English|Derivation - explanation|POS
23451|computer_screen,monitor|(enclosure + eye + digits_(computer))|YELLOW
23452|concert|(action + music)|YELLOW
23453|conjure,turn_to,transform-(to)|(wand + action indicator)|RED
23454|constructional_blocks,lego_(etc)|(block + together)|YELLOW
23455|constructional_toy|(toy [contraction] + structure)|YELLOW
23456|copier,photocopier|(machine + copy + paper)|YELLOW
23457|coral|(water creature + plant: water animals forming structures that may appear similar to plants and flowers)|YELLOW
23458|coral_reef|(many + many + coral)|YELLOW
23459|cordless_phone|(telephone + back and forth: telephone that can be carried around)|YELLOW
23460|courage|(feeling + strong)|YELLOW
23461|coward|(person + cowardice)|BLUE
23462|cowardice|(minus + courage)|YELLOW
23463|cowardly|(cowardice + description indicator)|GREEN
23464|currency|(money + country)|YELLOW
23465|cut_and_paste_(computer)-(to)|(take,bring,carry,move-(to) + digits_(computer): to move digitally)|RED
23466|dare-(to)|(brave + activity + action indicator)|RED
23467|data_(digital_information)|(information + digits_(computer): digital information)|YELLOW
23468|delete_(computer)-(to)|(to delete + forward + action indicator)|RED
23469|designer,planner|(person + design)|BLUE
23470|desktop_computer|(computer + tabletop)|YELLOW
23471|detach,take_apart-(to)|(detachment,separation,breakup + action indicator)|RED
23472|Dharma_wheel|(wheel [modification, to full size]: forms a pictograph of a big wheel with spokes, used as a symbol in Buddhism) - Character (modified)|YELLOW
23473|meat_(diced),diced_meat,chunks_of_meat|(meat + piece: meat cut into small pieces)|YELLOW
23474|digital|(digits_(computer) + description indicator)|GREEN
23475|digital_processing,artificial_intelligence,calculation|(mind + digits_(computer)) - Character (superimposed)|YELLOW
23476|digits_(computer)|(quarter-sized vertical line + quarter-sized circle: representing the two digits 1 and 0) - Character (superimposed)|WHITE
23477|dinosaur|(animal + pictograph of dinosaur head and tail) - Character (superimposed) Preferred NEW SYNONYM, replacing 13681|YELLOW
23478|disembark-(to)|(to exit + vehicle + action indicator)|RED
23479|document,written_record|(paper + pen)|YELLOW
23480|drama|(play + up and down: play portraying conflicting emotions and upsetting events)|YELLOW
23481|dwarf,gnome|(little person + beard: imaginary small person with beard)|BLUE
23482|electrical_engineer|(designer + electricity)|BLUE
23483|elf_(fog)|(little person + fog)|BLUE
23484|elf_(star)|(little person + star)|BLUE
23485|e-mail,email|(letter + digits_(computer))|YELLOW
23486|e-mail_address,email_address|(name + place + e-mail)|YELLOW
23487|embark,board-(to)|(to enter + vehicle + action indicator)|RED
23488|enter_(computer)|(backward + short vertical line: pictograph, looks like the enter symbol on a computer keyboard) - Character (superimposed)|YELLOW
23489|export|(out_of,exit_(forward) + contents)|YELLOW
23490|export-(to)|(export + action indicator)|RED
23491|export_(computer)-(to)|(out_of,exit_(forward) + digits_(computer) + action indicator)|RED
23492|exported|(export + description indicator)|GREEN
23493|eye_controller,eye_gaze_controller|(pointing device + eye)|YELLOW
23494|fairy,fairy_godmother|(make-believe woman + wand)|BLUE
23495|fall_asleep-(to)|(to go + asleep + action indicator)|RED
23496|fashion_designer|(designer + clothes)|BLUE
23497|fax|(paper + telephone)|YELLOW
23498|fax-(to)|(fax + action indicator)|RED
23499|fax_(machine)|(machine + fax)|YELLOW
23500|file,data_file_(digital)|(container + digits_(computer)) - Character (superimposed)|YELLOW
23501|filled,stuffed|(filling,fill,fullness + description after the fact indicator)|GREEN
23502|filled_cabbage,stuffed_cabbage|(cabbage + filled)|YELLOW
23503|filled_food,stuffed_food|(food + filled)|YELLOW
23504|filled_leaf,dolma|(leaf + filled)|YELLOW
23505|filled_vegetable,stuffed_vegetable|(vegetable_(above_ground) + filled)|YELLOW
23506|finger_spelling,finger_alphabet|(alphabet + hand)|YELLOW
23507|fingerspell-(to)|(finger_spelling + action indicator)|RED
23508|fish_finger|(fish + linear thing + thing indicator: fish food shaped into sticks)|YELLOW
23509|fisherman|(person + fish)|BLUE
23510|flower_fairy|(little person + flower)|BLUE
23511|folder|(pictograph: looks like a paper folder, or a folder icon on a computer) - Character |YELLOW
23512|folder_(digital)|(container + file)|YELLOW
23513|foster_home|(similar + home)|YELLOW
23514|freezer|(cupboard + ice)|YELLOW
23515|fruit_cream,compote|(pudding,cream + fruit)|YELLOW
23516|function|(ability_(half_sized) + work)|YELLOW
23517|function-(to)|(function + action indicator)|RED
23518|functional|(function + description indicator)|GREEN
23519|gardener|(person + garden)|BLUE
23520|ghost,phantom|(make-believe person + transparent) Preferred NEW SYNONYM, replacing 14436|BLUE
23521|giant|(make-believe person + gigantic)|BLUE
23522|giant_(human)|(person + gigantic)|BLUE
23523|go_ashore-(to)|(debarkation,disembarkation_(ashore) + action indicator)|RED
23524|go_to_sea-(to)|(boarding,embarkation_(to_sea) + action indicator)|RED
23525|goblin|(make-believe person + night)|BLUE
23526|headmouse|(pointing device + head)|YELLOW
23527|hedgehog|(animal + quill(s),spine(s): pictograph of animal with spines) - Character (superimposed) Preferred NEW SYNONYM, replacing 14699 |YELLOW
23528|hero|(person + heroic)|YELLOW
23529|heroic|(brave + intensity + description indicator)|GREEN
23530|herring,sardine|(fish + colour + silver [contraction]: often called “silver of the sea”)|YELLOW
23531|hobbit|(little person + foot)|BLUE
23532|hold_(with_hand)-(to)|(hand + goods + action indicator)|RED
23533|homework,home_studying|(work + knowledge + house: study work done at home [contraction])|YELLOW
23534|hope|(happy + future_(uncertain))|YELLOW
23535|hopeful|(hope + description indicator)|GREEN
23536|house_work,housekeeping,housework|(work + house: work to maintain a house)|YELLOW
23537|hunt-(to)|(hunt,hunting + action indicator)|RED
23538|import|(into + contents)|YELLOW
23539|import-(to)|(import + action indicator)|RED
23540|import_(computer)-(to)|(into + data_(digital_information) + action indicator)|RED
23541|imported|(import + description indicator)|GREEN
23542|information|(mind + up,upward: upward arrow, bringing information into the mind) - Character (superimposed)|YELLOW
23543|internet_(1)|(net + digital_world) SYMBOL SYNONYM|YELLOW
23544|internet_(2)|(exchange + digital_world) SYMBOL SYNONYM|YELLOW
23545|intranet_(1)|(net + digital_space_(limited)) SYMBOL SYNONYM|YELLOW
23546|intranet_(2)|(exchange + digital_space_(limited)) SYMBOL SYNONYM|YELLOW
23547|introduce,present-(to)|(to say + name + action indicator)|RED
23548|journalist|(writer + news)|BLUE
23549|joystick|(pointing device + linear thing + thing indicator)|YELLOW
23550|jump|(curved line + arrowhead: curved arrow, forward, indicating the path of a jump) - Character|YELLOW
23551|Kazakhstan|(country + horse)|YELLOW
23552|ketchup|(tomato_sauce + intensity)|YELLOW
23553|key_(computer)|(part + keyboard)|YELLOW
23554|key_guard|(help + keyboard + thing indicator)|YELLOW
23555|keyboard_(computer)|(tool + alphabet)|YELLOW
23556|keyboard_(expanded)|(keyboard + big)|YELLOW
23557|keyboard_(mini)|(keyboard + small)|YELLOW
23558|kindergarten,preschool,nursery,play_group|(house + child)|YELLOW
23559|king|(man + crown)|BLUE
23560|landscape_design|(design + garden)|YELLOW
23561|landscape_designer|(designer + garden)|BLUE
23562|laptop|(computer + to carry)|YELLOW
23563|lay_the_table-(to)|(tabletop + glassware + action indicator)|RED
23564|lecture|(to speak + knowledge + limited time)|YELLOW
23565|lecture-(to)|(lecture + action indicator)|RED
23566|leprechaun|(little person + shamrock)|BLUE
23567|lesson,lecture,class|(limited time + to learn [contraction])|YELLOW
23568|librarian|(person + library)|BLUE
23569|light_switch|(tool + cause + light)|YELLOW
23570|little_person|(make-believe person + little)|BLUE
23571|lotto,bingo_(etc)|(play [contraction] + card + number)|YELLOW
23572|lumberjack|(person + to cut + tree)|BLUE
23573|lunch_box|(bag + food) Use appropriate classifier.|YELLOW
23574|magician|(person + to cause + mystery)|BLUE
23575|make_the_bed-(to)|(to cover + bed + action indicator)|RED
23576|make-believe_man|(man + fantasy,phantasy,imagination,illusion) - Character (superimposed)|BLUE
23577|make-believe_person,imaginary_person|(person + fantasy,phantasy,imagination,illusion) - Character (superimposed)|BLUE
23578|make-believe_person_(in_forest)|(make-believe person + tree)|BLUE
23579|make-believe_person_(in_water),water_nymph|(make-believe person + water)|BLUE
23580|make-believe_person_(under_ground)|(make-believe person + under_(ground_level))|BLUE
23581|make-believe_woman|(woman + fantasy,phantasy,imagination,illusion) - Character (superimposed)|BLUE
23582|man_doll_(e.g._Ken)|(man + man-made)|YELLOW
23583|making,production,fashioning|(creation [modification, half height]: imperfect version of creation, represents man-made) - Character (modified)|YELLOW
23584|matching_game|(play [contraction] + same)|YELLOW
23585|math,mathematics_(class)_(2)|(subject [contraction] + mathematics) SYMBOL SYNONYM|YELLOW
23586|meat_sauce|(sauce + animal + lump(s): combination of sauce and minced meat)|YELLOW
23587|mechanic,technician|(person + machine)|BLUE
23588|mechanical_engineer|(designer + machine)|BLUE
23589|memory|(knowledge + dot (inside the knowledge): can also be seen as a combination of knowledge and inside) - Character (superimposed - combined)|YELLOW
23590|mermaid|(make-believe woman + fish: imaginary woman having a tail of a fish)|BLUE
23591|meat_(minced),minced_meat,ground_meat|(meat + bits)|YELLOW
23592|mobile_phone,cellphone|(telephone + to carry)|YELLOW
23593|mouse,pointing_device|(tool + pointer)|YELLOW
23594|musical|(play + music [contraction])|YELLOW
23595|net|(net + to catch)|YELLOW
23596|noisemaker,musical_toy|(toy [contraction] + sound)|YELLOW
23597|opera|(play + music [contraction] + up and down: play and music portraying conflicting emotions and upsetting events)|YELLOW
23598|optician|(person + glasses)|BLUE
23599|oval|(pictograph) - Character|YELLOW
23600|overlay|(paper + on)|YELLOW
23601|overlay_keyboard,membrane_keyboard|(keyboard + plan)|YELLOW
23602|palmtop,PDA|(tablet + little)|YELLOW
23603|pancake,crepe,tortilla|(dish + horizontal line [low, in the dish]) - Character (superimposed)|YELLOW
23604|paper_money,bill|(money + paper)|YELLOW
23605|passenger|(person + to ride)|YELLOW
23606|educationalist,educationist_(academic)|(person + education,didactics,pedagogy)|BLUE
23607|education,didactics,pedagogy|(body of learning + to exchange + knowledge)|YELLOW
23608|Pegasus|(horse + wings)|YELLOW
23609|perform-(to)|(performance + action indicator)|RED
23610|performance,show|(action + showplace)|YELLOW
23611|pharmacist|(person + medicine)|BLUE
23612|philosopher|(person + causality)|BLUE
23613|philosopher_(academic)|(person + philosophy)|BLUE
23614|philosophy|(body of learning + causality)|YELLOW
23615|philosophy_(class)|(class [contraction] + causality)|YELLOW
23616|pirate|(sailor + receiving + negative + intensity: sailor + to rob [contraction] )|BLUE
23617|play_(theater)|(action + story)|YELLOW
23618|play,game_(in_combinations)|(activity + feeling: contraction of play,recreation) Used in conjunction with a specifier.|YELLOW
23619|pointing|(hand [modification, on its side, as if pointing]) - Character (modified) |YELLOW
23620|porcupine|(hedgehog + teeth: combination of hedgehog and rodent) Preferred NEW SYNONYM, replacing 16222|YELLOW
23621|porridge|(pudding,cream + grain,cereal)|YELLOW
23622|prince|(boy + crown)|BLUE
23623|princess|(girl + crown)|BLUE
23624|print-(to)|(machine + to write + action indicator)|RED
23625|Pterosaur,Pterodactyl|(dinosaur + wings)|YELLOW
23626|queen|(woman + crown)|BLUE
23627|quill(s),spine(s)|(pictograph) - Character|YELLOW
23628|railway_track|(track + train)|YELLOW
23629|ramp|(pictograph) - Character|YELLOW
23630|redo-(to)|(to add + action + before,in_front_of,prior_to + action indicator)|RED
23631|redo_(computer)-(to)|(jump + digits_(computer) + action indicator)|RED
23632|refrigerator,fridge|(cupboard + cold) Preferred NEW SYNONYM, replacing 16476|YELLOW
23634|remember,recall-(to)|(memory + action indicator) Preferred NEW SYNONYM, replacing 16485|RED
23635|research|(activity + science)|YELLOW
23636|rice_pudding,rice_porridge|(pudding + rice)|YELLOW
23637|rob-(to)|(to steal + intensity + action indicator)|RED
23638|robber|(person + to rob [contraction])|BLUE
23639|robot_doll|(machine + person + man-made)|YELLOW
23640|roll-(to)|(rotation + ground + action indicator)|RED
23641|dilapidated,ruined_(building)_(2)|(building + destroyed) SYMBOL SYNONYM|YELLOW
23642|Russia|(country + bear's_head: the country of the bear)|YELLOW
23643|samosa,pirogue|(bread + filled)|YELLOW
23644|sand_play|(play [contraction] + sand)|YELLOW
23645|sand_toy|(toy [contraction] + sand)|YELLOW
23646|Sandman|(make-believe man + to sleep: make-believe man who puts one to sleep)|BLUE
23647|Santa_Claus,Father_Christmas|(man + beard + evergreen tree)|BLUE
23648|save_(computer)-(to)|(file,data_file_(digital) + future: combination of to keep and file + action indicator)|RED
23649|save_as_(computer)-(to)|(save_(computer)-(to) + name + action indicator)|RED
23650|schoolbag|(bag + book) Use appropriate classifier.|YELLOW
23651|science|(causality + event: to research the cause of events)|YELLOW
23652|scientist,researcher|(person + science)|BLUE
23653|sea_anemone|(water creature + flower: water creature looking similar to a flower)|YELLOW
23654|sea_cucumber|(water creature + oval shape)|YELLOW
23655|sea_lion|(water_mammal_(with_tail) + to shout)|YELLOW
23656|sea_urchin|(water creature + quills)|YELLOW
23657|seal|(water_mammal_(with_tail) + fur)|YELLOW
23658|seaweed|(water_(ground_level) + grass: representing plants growing in water) - Character (superimposed)|YELLOW
23659|select_all,mark_all-(to)|(to select + all + action indicator)|RED
23660|shellfish|(generalization + clam)|YELLOW
23661|shepherd|(person + sheep)|BLUE
23662|shoot-(to)|(gun + action indicator)|RED
23663|siren_of_the_woods|(make-believe woman + tree)|BLUE
23664|software,computer_program,application,app|(plan + digits_(computer))|YELLOW
23665|spell-(to)|(alphabet + action indicator)|RED
23666|sport_elf|(little person + sport)|BLUE
23667|steal-(to)|(to take + negative + action indicator)|RED
23668|stew|(sauce + animal + part: combination of sauce and diced meat)|YELLOW
23669|subject_(of_study)|(part of + knowledge)|YELLOW
23670|switch|(tool + cause + action)|YELLOW
23671|swordfish|(fish + sword)|YELLOW
23672|tablet_computer,tablet,tablet_PC_(2)|(computer + hand) SYMBOL SYNONYM|YELLOW
23673|tabletop|(table + pointer to the top) - Character (superimposed - pointer)|YELLOW
23674|tailor,dressmaker,seamstress|(person + to make + clothes)|BLUE
23675|teacher,pedagogue,educator|(person + to exchange + knowledge)|BLUE
23676|teacher,pedagogue,educator_(in_combinations)|(person + knowledge: person + to teach [contraction]) Used in conjunction with a specifier.|BLUE
23677|telephone_card|(card + telephone)|YELLOW
23678|temporary_home|(home + limited time)|YELLOW
23679|text_phone|(telephone + alphabet)|YELLOW
